grade,link,zknives_maker,cc,zknives_country,db_standard,db_country,db_type,issues
HS1-8-1,https://zknives.com/knives/steels/hs1-8-1.shtml,Latrobe,US,США,"ISO HS1-8-1, Международный",Международный,government,country_mismatch;expected_proprietary_got_government
SKH50,https://zknives.com/knives/steels/skh50.shtml,Latrobe,US,США,"JIS SKH50, Япония",Япония,government,country_mismatch;expected_proprietary_got_government
Z85DCWV08-04-02-01,https://zknives.com/knives/steels/z85dcwv08-04-02-01.shtml,Latrobe,US,США,,,,missing_standard
BM1,https://zknives.com/knives/steels/bm1.shtml,Latrobe,US,США,,,,missing_standard
X82MoW09KU,https://zknives.com/knives/steels/x82mow09ku.shtml,Latrobe,US,США,,,,missing_standard
W2Mo8Cr4V,https://zknives.com/knives/steels/w2mo8cr4v.shtml,Latrobe,US,США,,,,missing_standard
C.7880,https://zknives.com/knives/steels/c.7880.shtml,Latrobe,US,США,,,,missing_standard
T11301,https://zknives.com/knives/steels/t11301.shtml,Latrobe,US,США,"UNS T11301, США",США,government,expected_proprietary_got_government
Alpha1,https://zknives.com/knives/steels/alpha1.shtml,Latrobe,US,США,,,,missing_standard
LMW,https://zknives.com/knives/steels/lmw.shtml,Latrobe,US,США,,,,missing_standard
Mohican,https://zknives.com/knives/steels/mohican.shtml,Latrobe,US,США,,,,missing_standard
HMHS,https://zknives.com/knives/steels/hmhs.shtml,Latrobe,US,США,,,,missing_standard
S401,https://zknives.com/knives/steels/s401.shtml,Latrobe,US,США,,,,missing_standard
Mocut,https://zknives.com/knives/steels/mocut.shtml,Latrobe,US,США,,,,missing_standard
Star-Max,https://zknives.com/knives/steels/star-max.shtml,Latrobe,US,США,,,,missing_standard
Molite1,https://zknives.com/knives/steels/molite1.shtml,Latrobe,US,США,,,,missing_standard
Rex TMO,https://zknives.com/knives/steels/rex_tmo.shtml,Latrobe,US,США,"Rex TMO, США",США,proprietary,maker_mismatch
EM1,https://zknives.com/knives/steels/em1.shtml,Latrobe,US,США,,,,missing_standard
Hi-Mo,https://zknives.com/knives/steels/hi-mo.shtml,Latrobe,US,США,,,,missing_standard
YXMT,https://zknives.com/knives/steels/yxmt.shtml,Latrobe,US,США,,,,missing_standard
H&R MolyHI,https://zknives.com/knives/steels/h~r_molyhi.shtml,Latrobe,US,США,H&R MolyHI,,proprietary,maker_mismatch
Mogul,https://zknives.com/knives/steels/mogul.shtml,Latrobe,US,США,,,,missing_standard
E. Tatmo XL,https://zknives.com/knives/steels/e._tatmo_xl.shtml,Latrobe,US,США,E. Tatmo XL,,proprietary,maker_mismatch
Electrite Tatmo XL,https://zknives.com/knives/steels/electrite_tatmo_xl.shtml,Latrobe,US,США,Electrite Tatmo XL,,proprietary,maker_mismatch
LO-S 3346,https://zknives.com/knives/steels/lo-s_3346.shtml,Latrobe,US,США,LO-S,,proprietary,maker_mismatch
BRM1,https://zknives.com/knives/steels/brm1.shtml,Latrobe,US,США,"Metal Ravne, Словения",Словения,proprietary,country_mismatch;maker_mismatch
HM1,https://zknives.com/knives/steels/hm1.shtml,Latrobe,US,США,,,,missing_standard
BMo9,https://zknives.com/knives/steels/bmo9.shtml,Latrobe,US,США,,,,missing_standard
Thyrapid3346,https://zknives.com/knives/steels/thyrapid3346.shtml,Latrobe,US,США,,,,missing_standard
SIRapid 3346,https://zknives.com/knives/steels/sirapid_3346.shtml,Latrobe,US,США,SIRapid,,proprietary,maker_mismatch
STM,https://zknives.com/knives/steels/stm.shtml,Latrobe,US,США,,,,missing_standard
8N2,https://zknives.com/knives/steels/8n2.shtml,Latrobe,US,США,"AISI 8N2, США",США,government,expected_proprietary_got_government
Motung,https://zknives.com/knives/steels/motung.shtml,Latrobe,US,США,,,,missing_standard
M2,https://zknives.com/knives/steels/m2.shtml,Daido,US,США,"AISI M2, США",США,government,expected_proprietary_got_government
S6-5-2,https://zknives.com/knives/steels/s6-5-2.shtml,Daido,US,США,,,,missing_standard
SC6-5-2,https://zknives.com/knives/steels/sc6-5-2.shtml,Daido,US,США,,,,missing_standard
HS6-5-2C,https://zknives.com/knives/steels/hs6-5-2c.shtml,Daido,US,США,,,,missing_standard
HS6-5-2S,https://zknives.com/knives/steels/hs6-5-2s.shtml,Daido,US,США,,,,missing_standard
1.3342,https://zknives.com/knives/steels/1.3342.shtml,Daido,US,США,"DIN 1.3342, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3553,https://zknives.com/knives/steels/1.3553.shtml,Daido,US,США,"DIN 1.3553, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3339,https://zknives.com/knives/steels/1.3339.shtml,Daido,US,США,"DIN 1.3339, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3343,https://zknives.com/knives/steels/1.3343.shtml,Daido,US,США,"DIN 1.3343, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3340,https://zknives.com/knives/steels/1.3340.shtml,Daido,US,США,"DIN 1.3340, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3341,https://zknives.com/knives/steels/1.3341.shtml,Daido,US,США,"DIN 1.3341, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
HS652,https://zknives.com/knives/steels/hs652.shtml,Daido,US,США,"ISO HS652, Международный",Международный,government,country_mismatch;expected_proprietary_got_government
X82WMoCrV6-5-4,https://zknives.com/knives/steels/x82wmocrv6-5-4.shtml,Daido,US,США,,,,missing_standard
HS6-5-2,https://zknives.com/knives/steels/hs6-5-2.shtml,Daido,US,США,,,,missing_standard
HS652C,https://zknives.com/knives/steels/hs652c.shtml,Daido,US,США,,,,missing_standard
SKH9,https://zknives.com/knives/steels/skh9.shtml,Daido,US,США,"JIS SKH9, Япония",Япония,government,country_mismatch;expected_proprietary_got_government
SKH51,https://zknives.com/knives/steels/skh51.shtml,Daido,US,США,"JIS SKH51, Япония",Япония,government,country_mismatch;expected_proprietary_got_government
2722,https://zknives.com/knives/steels/2722.shtml,Daido,US,США,,,,missing_standard
Z85WDCV06-05-04-02,https://zknives.com/knives/steels/z85wdcv06-05-04-02.shtml,Daido,US,США,,,,missing_standard
EZ85WDCV06AIR,https://zknives.com/knives/steels/ez85wdcv06air.shtml,Daido,US,США,,,,missing_standard
Z80WDCV6,https://zknives.com/knives/steels/z80wdcv6.shtml,Daido,US,США,,,,missing_standard
Z85WCDV6AIR,https://zknives.com/knives/steels/z85wcdv6air.shtml,Daido,US,США,,,,missing_standard
Z90WDCV,https://zknives.com/knives/steels/z90wdcv.shtml,Daido,US,США,,,,missing_standard
Z90WDCV06-05-04-02,https://zknives.com/knives/steels/z90wdcv06-05-04-02.shtml,Daido,US,США,,,,missing_standard
Z85WDCV6-5-4,https://zknives.com/knives/steels/z85wdcv6-5-4.shtml,Daido,US,США,,,,missing_standard
Z85WDCV-06-05-04-02,https://zknives.com/knives/steels/z85wdcv-06-05-04-02.shtml,Daido,US,США,Z85WDCV,,proprietary,maker_mismatch
BM2,https://zknives.com/knives/steels/bm2.shtml,Daido,US,США,,,,missing_standard
X82WMo0605KU,https://zknives.com/knives/steels/x82wmo0605ku.shtml,Daido,US,США,,,,missing_standard
X82WMoV6-5,https://zknives.com/knives/steels/x82wmov6-5.shtml,Daido,US,США,,,,missing_standard
W6Mo5Cr4V2,https://zknives.com/knives/steels/w6mo5cr4v2.shtml,Daido,US,США,,,,missing_standard
CW6Mo5Cr4V2,https://zknives.com/knives/steels/cw6mo5cr4v2.shtml,Daido,US,США,,,,missing_standard
W6Mo5Cr4V2Co,https://zknives.com/knives/steels/w6mo5cr4v2co.shtml,Daido,US,США,,,,missing_standard
19830,https://zknives.com/knives/steels/19830.shtml,Daido,US,США,,,,missing_standard
C.7680,https://zknives.com/knives/steels/c.7680.shtml,Daido,US,США,,,,missing_standard
F.5603,https://zknives.com/knives/steels/f.5603.shtml,Daido,US,США,,,,missing_standard
EM2,https://zknives.com/knives/steels/em2.shtml,Daido,US,США,,,,missing_standard
F.1352,https://zknives.com/knives/steels/f.1352.shtml,Daido,US,США,,,,missing_standard
R6M5,https://zknives.com/knives/steels/r6m5.shtml,Daido,US,США,,,,missing_standard
85KH4M5F2V6L,https://zknives.com/knives/steels/85kh4m5f2v6l.shtml,Daido,US,США,"85КН4М5Ф2В6Л, Россия",Россия,proprietary,country_mismatch;maker_mismatch
85X4M5F2V6L,https://zknives.com/knives/steels/85x4m5f2v6l.shtml,Daido,US,США,,,,missing_standard
T11302,https://zknives.com/knives/steels/t11302.shtml,Daido,US,США,"UNS T11302, США",США,government,expected_proprietary_got_government
RP5,https://zknives.com/knives/steels/rp5.shtml,Daido,US,США,,,,missing_standard
SW7M,https://zknives.com/knives/steels/sw7m.shtml,Daido,US,США,,,,missing_standard
R6,https://zknives.com/knives/steels/r6.shtml,Daido,US,США,,,,missing_standard
Alpha2,https://zknives.com/knives/steels/alpha2.shtml,Daido,US,США,,,,missing_standard
Mustang,https://zknives.com/knives/steels/mustang.shtml,Daido,US,США,,,,missing_standard
Sixix,https://zknives.com/knives/steels/sixix.shtml,Daido,US,США,,,,missing_standard
RA6,https://zknives.com/knives/steels/ra6.shtml,Daido,US,США,,,,missing_standard
Rapide-M,https://zknives.com/knives/steels/rapide-m.shtml,Daido,US,США,,,,missing_standard
RA6W,https://zknives.com/knives/steels/ra6w.shtml,Daido,US,США,,,,missing_standard
Capital562,https://zknives.com/knives/steels/capital562.shtml,Daido,US,США,,,,missing_standard
BE3343,https://zknives.com/knives/steels/be3343.shtml,Daido,US,США,,,,missing_standard
66HS,https://zknives.com/knives/steels/66hs.shtml,Daido,US,США,,,,missing_standard
S600,https://zknives.com/knives/steels/s600.shtml,Daido,US,США,,,,missing_standard
KM2,https://zknives.com/knives/steels/km2.shtml,Daido,US,США,,,,missing_standard
S601,https://zknives.com/knives/steels/s601.shtml,Daido,US,США,,,,missing_standard
UHB29,https://zknives.com/knives/steels/uhb29.shtml,Daido,US,США,,,,missing_standard
B33,https://zknives.com/knives/steels/b33.shtml,Daido,US,США,,,,missing_standard
Braemrow,https://zknives.com/knives/steels/braemrow.shtml,Daido,US,США,,,,missing_standard
Speed Star,https://zknives.com/knives/steels/speed_star.shtml,Daido,US,США,Speed Star,,proprietary,maker_mismatch
Micro-Melt M2,https://zknives.com/knives/steels/micro-melt_m2.shtml,Daido,US,США,"Micro-Melt M2, США",США,proprietary,maker_mismatch
Motor Magnus,https://zknives.com/knives/steels/motor_magnus.shtml,Daido,US,США,Motor Magnus,,proprietary,maker_mismatch
Molite2,https://zknives.com/knives/steels/molite2.shtml,Daido,US,США,,,,missing_standard
6542,https://zknives.com/knives/steels/6542.shtml,Daido,US,США,,,,missing_standard
MH51,https://zknives.com/knives/steels/mh51.shtml,Daido,US,США,"Daido, Япония",Япония,proprietary,country_mismatch
DAP MH51,https://zknives.com/knives/steels/dap_mh51.shtml,Daido,US,США,DAP,,proprietary,maker_mismatch
X80WMo6.5,https://zknives.com/knives/steels/x80wmo6.5.shtml,Daido,US,США,,,,missing_standard
X90WMo6.5,https://zknives.com/knives/steels/x90wmo6.5.shtml,Daido,US,США,,,,missing_standard
Mo20,https://zknives.com/knives/steels/mo20.shtml,Daido,US,США,,,,missing_standard
6N6M-2,https://zknives.com/knives/steels/6n6m-2.shtml,Daido,US,США,,,,missing_standard
DMO5,https://zknives.com/knives/steels/dmo5.shtml,Daido,US,США,"Dorrenberg, Германия",Германия,proprietary,country_mismatch;maker_mismatch
Stag Mo562,https://zknives.com/knives/steels/stag_mo562.shtml,Daido,US,США,Stag Mo562,,proprietary,maker_mismatch
TEM92,https://zknives.com/knives/steels/tem92.shtml,Daido,US,США,,,,missing_standard
T.E.M.,https://zknives.com/knives/steels/t.e.m..shtml,Daido,US,США,,,,missing_standard
DF6,https://zknives.com/knives/steels/df6.shtml,Daido,US,США,,,,missing_standard
DF6M,https://zknives.com/knives/steels/df6m.shtml,Daido,US,США,,,,missing_standard
DC Extra,https://zknives.com/knives/steels/dc_extra.shtml,Daido,US,США,"DC Extra, Япония",Япония,proprietary,country_mismatch;maker_mismatch
Molycut562,https://zknives.com/knives/steels/molycut562.shtml,Daido,US,США,,,,missing_standard
Star-Mo M2,https://zknives.com/knives/steels/star-mo_m2.shtml,Daido,US,США,Star-Mo M2,,proprietary,maker_mismatch
GPM2,https://zknives.com/knives/steels/gpm2.shtml,Daido,US,США,,,,missing_standard
GGD-M2,https://zknives.com/knives/steels/ggd-m2.shtml,Daido,US,США,,,,missing_standard
RMO,https://zknives.com/knives/steels/rmo.shtml,Daido,US,США,,,,missing_standard
PrestoMoPlus,https://zknives.com/knives/steels/prestomoplus.shtml,Daido,US,США,,,,missing_standard
HYM2,https://zknives.com/knives/steels/hym2.shtml,Daido,US,США,,,,missing_standard
HYTM2,https://zknives.com/knives/steels/hytm2.shtml,Daido,US,США,,,,missing_standard
HYM2E,https://zknives.com/knives/steels/hym2e.shtml,Daido,US,США,,,,missing_standard
YXM1,https://zknives.com/knives/steels/yxm1.shtml,Daido,US,США,,,,missing_standard
H&R No.57,https://zknives.com/knives/steels/h~r_no.57.shtml,Daido,US,США,H&R No.57,,proprietary,maker_mismatch
J34,https://zknives.com/knives/steels/j34.shtml,Daido,US,США,,,,missing_standard
Veronica65,https://zknives.com/knives/steels/veronica65.shtml,Daido,US,США,,,,missing_standard
C-65,https://zknives.com/knives/steels/c-65.shtml,Daido,US,США,,,,missing_standard
C65,https://zknives.com/knives/steels/c65.shtml,Daido,US,США,"DIN, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
SSR-M-5,https://zknives.com/knives/steels/ssr-m-5.shtml,Daido,US,США,"SSR-M-5, США",США,government,expected_proprietary_got_government
KM1,https://zknives.com/knives/steels/km1.shtml,Daido,US,США,,,,missing_standard
M2 Eur,https://zknives.com/knives/steels/m2_eur.shtml,Daido,US,США,"Latrobe, США",США,proprietary,maker_mismatch
Double Six,https://zknives.com/knives/steels/double_six.shtml,Daido,US,США,"Latrobe, США",США,proprietary,maker_mismatch
HS29,https://zknives.com/knives/steels/hs29.shtml,Daido,US,США,"ISO HS29, Международный",Международный,government,country_mismatch;expected_proprietary_got_government
HS29-XL,https://zknives.com/knives/steels/hs29-xl.shtml,Daido,US,США,,,,missing_standard
E. Double Six M-2XL,https://zknives.com/knives/steels/e._double_six_m-2xl.shtml,Daido,US,США,E. Double Six M-2XL,,proprietary,maker_mismatch
LO-S 3342,https://zknives.com/knives/steels/lo-s_3342.shtml,Daido,US,США,LO-S 3342,,proprietary,maker_mismatch
NHMo,https://zknives.com/knives/steels/nhmo.shtml,Daido,US,США,,,,missing_standard
LO-S 3343,https://zknives.com/knives/steels/lo-s_3343.shtml,Daido,US,США,LO-S,,proprietary,maker_mismatch
BRM2,https://zknives.com/knives/steels/brm2.shtml,Daido,US,США,,,,missing_standard
Mach2,https://zknives.com/knives/steels/mach2.shtml,Daido,US,США,,,,missing_standard
HM2,https://zknives.com/knives/steels/hm2.shtml,Daido,US,США,,,,missing_standard
HS12M,https://zknives.com/knives/steels/hs12m.shtml,Daido,US,США,,,,missing_standard
MH2,https://zknives.com/knives/steels/mh2.shtml,Daido,US,США,,,,missing_standard
H51,https://zknives.com/knives/steels/h51.shtml,Daido,US,США,"AISI H51, США",США,government,expected_proprietary_got_government
Novo662,https://zknives.com/knives/steels/novo662.shtml,Daido,US,США,,,,missing_standard
FMP562,https://zknives.com/knives/steels/fmp562.shtml,Daido,US,США,,,,missing_standard
SVX526,https://zknives.com/knives/steels/svx526.shtml,Daido,US,США,,,,missing_standard
SVX526Ex,https://zknives.com/knives/steels/svx526ex.shtml,Daido,US,США,,,,missing_standard
SVX526St,https://zknives.com/knives/steels/svx526st.shtml,Daido,US,США,,,,missing_standard
MAXSPMo5,https://zknives.com/knives/steels/maxspmo5.shtml,Daido,US,США,,,,missing_standard
Maximum Special Mo5,https://zknives.com/knives/steels/maximum_special_mo5.shtml,Daido,US,США,"Maximum Special Mo5, США",США,proprietary,maker_mismatch
MAXSMo5S,https://zknives.com/knives/steels/maxsmo5s.shtml,Daido,US,США,,,,missing_standard
TRM2,https://zknives.com/knives/steels/trm2.shtml,Daido,US,США,,,,missing_standard
TRM-2,https://zknives.com/knives/steels/trm-2.shtml,Daido,US,США,"TRM, США",США,proprietary,maker_mismatch
RHM1,https://zknives.com/knives/steels/rhm1.shtml,Daido,US,США,,,,missing_standard
Giant M5,https://zknives.com/knives/steels/giant_m5.shtml,Daido,US,США,Giant M5,,proprietary,maker_mismatch
Cyclone92,https://zknives.com/knives/steels/cyclone92.shtml,Daido,US,США,,,,missing_standard
Mushet MKK,https://zknives.com/knives/steels/mushet_mkk.shtml,Daido,US,США,"Mushet MKK, Великобритания",Великобритания,proprietary,country_mismatch;maker_mismatch
Keylock A157,https://zknives.com/knives/steels/keylock_a157.shtml,Daido,US,США,Keylock,,proprietary,maker_mismatch
QH51,https://zknives.com/knives/steels/qh51.shtml,Daido,US,США,,,,missing_standard
MO5,https://zknives.com/knives/steels/mo5.shtml,Daido,US,США,,,,missing_standard
Rapidur 3343,https://zknives.com/knives/steels/rapidur_3343.shtml,Daido,US,США,"Rapidur 3343, Швейцария",Швейцария,proprietary,country_mismatch;maker_mismatch
