grade,splav_c,db_c,match_c,splav_cr,db_cr,match_cr,splav_mo,db_mo,match_mo,splav_v,db_v,match_v,splav_w,db_w,match_w,splav_co,db_co,match_co,splav_ni,db_ni,match_ni,splav_mn,db_mn,match_mn,splav_si,db_si,match_si,splav_s,db_s,match_s,splav_p,db_p,match_p,splav_cu,db_cu,match_cu,splav_nb,db_nb,match_nb,splav_n,db_n,match_n,status,mismatch_fields
ЛР7,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,0.8 - 1.2,0.8 - 1.2,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,ok,
П1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,0.5 - 0.9,0.5 - 0.9,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
П2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ПВК1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,0.9 - 1.2,0.9 - 1.2,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,ok,
ПВК2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,0.5 - 0.9,0.5 - 0.9,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,ok,
ПВК3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,ok,
ПЛ1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,0.9 - 1.2,0.9 - 1.2,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ПЛ2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1.5,до &nbsp; 1.5,1,0.5 - 0.9,0.5 - 0.9,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ПФ1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 2,до &nbsp; 2,1,0.9 - 1.2,0.9 - 1.2,1,до &nbsp; 0.07,до &nbsp; 0.07,1,0.3 - 2,0.3 - 2,1,,,1,,,1,,,1,ok,
ПФ2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 2,до &nbsp; 2,1,0.5 - 0.9,0.5 - 0.9,1,до &nbsp; 0.07,до &nbsp; 0.07,1,0.3 - 2,0.3 - 2,1,,,1,,,1,,,1,ok,
ПФ3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 2,до &nbsp; 2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.07,до &nbsp; 0.07,1,0.3 - 2,0.3 - 2,1,,,1,,,1,,,1,ok,
СЧ10,3.5 - 3.7,3.5 - 3.7,1,,,1,,,1,,,1,,,1,,,1,,,1,0.5 - 0.8,0.5 - 0.8,1,2.2 - 2.6,2.2 - 2.6,1,до &nbsp; 0.15,до &nbsp; 0.15,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
СЧ15,3.5 - 3.7,3.5 - 3.7,1,,,1,,,1,,,1,,,1,,,1,,,1,0.5 - 0.8,0.5 - 0.8,1,2 - 2.4,2 - 2.4,1,до &nbsp; 0.15,до &nbsp; 0.15,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
СЧ20,3.3 - 3.5,3.3 - 3.5,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 1,0.7 - 1,1,1.4 - 2.4,1.4 - 2.4,1,до &nbsp; 0.15,до &nbsp; 0.15,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
СЧ25,3.2 - 3.4,3.2 - 3.4,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 1,0.7 - 1,1,1.4 - 2.2,1.4 - 2.2,1,до &nbsp; 0.15,до &nbsp; 0.15,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
СЧ30,3 - 3.2,3 - 3.2,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 1,0.7 - 1,1,1.3 - 1.9,1.3 - 1.9,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
СЧ35,2.9 - 3,2.9 - 3,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 1.1,0.7 - 1.1,1,1.2 - 1.5,1.2 - 1.5,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
КЧ30-6,2.6 - 2.9,2.6 - 2.9,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.4 - 0.6,0.4 - 0.6,1,1 - 1.6,1 - 1.6,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.18,до &nbsp; 0.18,1,,,1,,,1,,,1,ok,
КЧ33-8,2.5 - 2.9,2.5 - 2.9,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.4 - 0.6,0.4 - 0.6,1,1 - 1.6,1 - 1.6,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.18,до &nbsp; 0.18,1,,,1,,,1,,,1,ok,
КЧ35-10,2.5 - 2.8,2.5 - 2.8,1,до &nbsp; 0.06,до &nbsp; 0.06,1,,,1,,,1,,,1,,,1,,,1,0.3 - 0.6,0.3 - 0.6,1,1.1 - 1.3,1.1 - 1.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,ok,
КЧ37-12,2.4 - 2.7,2.4 - 2.7,1,до &nbsp; 0.06,до &nbsp; 0.06,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.4,0.2 - 0.4,1,1.2 - 1.4,1.2 - 1.4,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,ok,
КЧ45-7,2.5 - 2.8,2.5 - 2.8,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.1 - 1.3,1.1 - 1.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ50-5,2.5 - 2.8,2.5 - 2.8,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.1 - 1.3,1.1 - 1.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ55-4,2.5 - 2.8,2.5 - 2.8,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.1 - 1.3,1.1 - 1.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ60-3,2.5 - 2.8,2.5 - 2.8,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.1 - 1.3,1.1 - 1.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ65-3,2.4 - 2.7,2.4 - 2.7,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.2 - 1.4,1.2 - 1.4,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ70-2,2.4 - 2.7,2.4 - 2.7,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.2 - 1.4,1.2 - 1.4,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
КЧ80-1.5,2.4 - 2.7,2.4 - 2.7,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,0.3 - 1,0.3 - 1,1,1.2 - 1.4,1.2 - 1.4,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧН2Х,3 - 3.6,3 - 3.6,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,,,1,,,1,1.5 - 2,1.5 - 2,1,0.6 - 1,0.6 - 1,1,1.2 - 2,1.2 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,ok,
ЧН3ХМДШ,3 - 3.6,3 - 3.6,1,0.2 - 0.5,0.2 - 0.5,1,0.4 - 1,0.4 - 1,1,,,1,,,1,,,1,2.5 - 4.5,2.5 - 4.5,1,до &nbsp; 0.8,до &nbsp; 0.8,1,2 - 2.8,2 - 2.8,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.08,до &nbsp; 0.08,1,0.7 - 1.5,0.7 - 1.5,1,,,1,,,1,ok,
ЧНМШ,2.8 - 3.8,2.8 - 3.8,1,до &nbsp; 0.1,до &nbsp; 0.1,1,0.3 - 0.7,0.3 - 0.7,1,,,1,,,1,,,1,0.8 - 1.5,0.8 - 1.5,1,0.8 - 1.2,0.8 - 1.2,1,1.7 - 3.2,1.7 - 3.2,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧНХМД,2.8 - 3.2,2.8 - 3.2,1,0.2 - 0.7,0.2 - 0.7,1,0.2 - 0.7,0.2 - 0.7,1,,,1,,,1,,,1,0.7 - 1.6,0.7 - 1.6,1,0.8 - 1.2,0.8 - 1.2,1,1.6 - 2,1.6 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,ok,
ЧНХМДШ,3 - 3.6,3 - 3.6,1,0.2 - 0.4,0.2 - 0.4,1,0.2 - 0.6,0.2 - 0.6,1,,,1,,,1,,,1,0.6 - 1,0.6 - 1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,2 - 2.8,2 - 2.8,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.08,до &nbsp; 0.08,1,0.5 - 0.8,0.5 - 0.8,1,,,1,,,1,ok,
ЧНХТ,2.7 - 3.4,2.7 - 3.4,1,0.2 - 0.6,0.2 - 0.6,1,,,1,,,1,,,1,,,1,0.3 - 0.7,0.3 - 0.7,1,0.8 - 1.6,0.8 - 1.6,1,1.4 - 2,1.4 - 2,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.3 - 0.6,0.3 - 0.6,1,,,1,,,1,,,1,ok,
ЧС5,2.5 - 3.2,2.5 - 3.2,1,0.5 - 1,0.5 - 1,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,4.5 - 6,4.5 - 6,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧС5Ш,2.7 - 3.3,2.7 - 3.3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,4.5 - 5.5,4.5 - 5.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ1,3 - 3.8,3 - 3.8,1,0.4 - 1,0.4 - 1,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,1.5 - 2.5,1.5 - 2.5,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧХ2,3 - 3.8,3 - 3.8,1,1.01 - 2,1.01 - 2,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,2 - 3,2 - 3,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧХ3,3 - 3.8,3 - 3.8,1,2.01 - 3,2.01 - 3,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,2.8 - 3.8,2.8 - 3.8,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧХ3Т,2.6 - 3.6,2.6 - 3.6,1,2.01 - 3,2.01 - 3,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,0.7 - 1.5,0.7 - 1.5,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,,,1,,,1,ok,
ЧЮХШ,3 - 3.8,3 - 3.8,1,0.4 - 1,0.4 - 1,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,2 - 3,2 - 3,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧГ6С3Ш,2.2 - 3,2.2 - 3,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.5 - 1,0.5 - 1,1,,,1,,,1,,,1,,,1,4 - 7,4 - 7,1,2 - 3.5,2 - 3.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.06,до &nbsp; 0.06,1,,,1,,,1,,,1,ok,
ЧГ7Х4,3 - 3.8,3 - 3.8,1,3 - 5,3 - 5,1,,,1,,,1,,,1,,,1,,,1,6 - 8,6 - 8,1,1.4 - 2,1.4 - 2,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧГ8Д3,3 - 3.8,3 - 3.8,1,,,1,,,1,,,1,,,1,,,1,0.8 - 1.5,0.8 - 1.5,1,7 - 9,7 - 9,1,2 - 2.5,2 - 2.5,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.3,до &nbsp; 0.3,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,ok,
ЧН11Г7Ш,2.3 - 3,2.3 - 3,1,1.5 - 2.5,1.5 - 2.5,1,,,1,,,1,,,1,,,1,10 - 12,10 - 12,1,5 - 8,5 - 8,1,1.8 - 2.5,1.8 - 2.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,ok,
ЧН15Д3Ш,2.5 - 3,2.5 - 3,1,0.6 - 1,0.6 - 1,1,,,1,,,1,,,1,,,1,14 - 16,14 - 16,1,1.3 - 1.8,1.3 - 1.8,1,1.4 - 3,1.4 - 3,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.08,до &nbsp; 0.08,1,3 - 3.5,3 - 3.5,1,,,1,,,1,ok,
ЧН15Д7,2.2 - 3,2.2 - 3,1,1.5 - 3,1.5 - 3,1,,,1,,,1,,,1,,,1,14 - 16,14 - 16,1,0.5 - 1.6,0.5 - 1.6,1,2 - 2.7,2 - 2.7,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.3,до &nbsp; 0.3,1,5 - 8,5 - 8,1,,,1,,,1,ok,
ЧН19Х3Ш,2.3 - 3,2.3 - 3,1,1.5 - 3,1.5 - 3,1,,,1,,,1,,,1,,,1,18 - 20,18 - 20,1,1 - 1.6,1 - 1.6,1,1.8 - 2.5,1.8 - 2.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧН20Д2Ш,1.8 - 2.5,1.8 - 2.5,1,0.5 - 1,0.5 - 1,1,,,1,,,1,,,1,,,1,19 - 21,19 - 21,1,1.5 - 2,1.5 - 2,1,3 - 3.5,3 - 3.5,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.03,до &nbsp; 0.03,1,1.5 - 2,1.5 - 2,1,,,1,,,1,ok,
ЧН4Х2,2.8 - 3.6,2.8 - 3.6,1,0.8 - 2.5,0.8 - 2.5,1,,,1,,,1,,,1,,,1,3.5 - 5,3.5 - 5,1,0.8 - 1.3,0.8 - 1.3,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.15,до &nbsp; 0.15,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧС13,0.6 - 1.4,0.6 - 1.4,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,12 - 14,12 - 14,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧС15,0.3 - 0.8,0.3 - 0.8,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,14.1 - 16,14.1 - 16,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧС15М4,0.5 - 0.9,0.5 - 0.9,1,,,1,3 - 4,3 - 4,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,14 - 16,14 - 16,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧС17,0.3 - 0.5,0.3 - 0.5,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,16.1 - 18,16.1 - 18,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧС17М3,0.3 - 0.6,0.3 - 0.6,1,,,1,2 - 3,2 - 3,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,16 - 18,16 - 18,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧХ16,1.6 - 2.4,1.6 - 2.4,1,13 - 19,13 - 19,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,1.5 - 2.2,1.5 - 2.2,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ16М2,2.4 - 3.6,2.4 - 3.6,1,13 - 19,13 - 19,1,0.5 - 2,0.5 - 2,1,,,1,,,1,,,1,,,1,1.5 - 2.5,1.5 - 2.5,1,0.5 - 1.5,0.5 - 1.5,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.1,до &nbsp; 0.1,1,1 - 1.5,1 - 1.5,1,,,1,,,1,ok,
ЧХ22,2.4 - 3.6,2.4 - 3.6,1,19 - 25,19 - 25,1,,,1,0.15 - 0.35,0.15 - 0.35,1,,,1,,,1,,,1,1.5 - 2.5,1.5 - 2.5,1,0.2 - 1,0.2 - 1,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ22С,0.6 - 1,0.6 - 1,1,19 - 25,19 - 25,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,3 - 4,3 - 4,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ28,0.5 - 1.6,0.5 - 1.6,1,25 - 30,25 - 30,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,0.5 - 1.5,0.5 - 1.5,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ28Д2,2.2 - 3,2.2 - 3,1,25 - 30,25 - 30,1,,,1,,,1,,,1,,,1,0.4 - 0.8,0.4 - 0.8,1,1.5 - 2.5,1.5 - 2.5,1,0.5 - 1.5,0.5 - 1.5,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.1,до &nbsp; 0.1,1,1.5 - 2.5,1.5 - 2.5,1,,,1,,,1,ok,
ЧХ28П,1.8 - 3,1.8 - 3,1,25 - 30,25 - 30,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,1.5 - 2.5,1.5 - 2.5,1,до &nbsp; 0.08,до &nbsp; 0.08,1,0.8 - 1.5,0.8 - 1.5,1,,,1,,,1,,,1,ok,
ЧХ32,1.6 - 3.2,1.6 - 3.2,1,30 - 34,30 - 34,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,1.5 - 2.5,1.5 - 2.5,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ЧХ9Н5,2.8 - 3.6,2.8 - 3.6,1,8 - 9.5,8 - 9.5,1,до &nbsp; 0.4,до &nbsp; 0.4,1,,,1,,,1,,,1,4 - 6,4 - 6,1,0.5 - 1.5,0.5 - 1.5,1,1.2 - 2,1.2 - 2,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.06,до &nbsp; 0.06,1,,,1,,,1,,,1,ok,
ЧЮ22Ш,1.6 - 2.5,1.6 - 2.5,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,1 - 2,1 - 2,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
ЧЮ30,1 - 1.2,1 - 1.2,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.7,до &nbsp; 0.7,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,,,1,,,1,ok,
ЧЮ6С5,1.8 - 2.4,1.8 - 2.4,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,4.5 - 6,4.5 - 6,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
ЧЮ7Х2,2.5 - 3,2.5 - 3,1,1.5 - 3,1.5 - 3,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,1.5 - 3,1.5 - 3,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
АЧВ-1,2.8 - 3.5,2.8 - 3.5,1,,,1,,,1,,,1,,,1,,,1,,,1,0.6 - 1.2,0.6 - 1.2,1,1.8 - 2.7,1.8 - 2.7,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,до &nbsp; 0.7,до &nbsp; 0.7,1,,,1,,,1,ok,
АЧВ-2,2.8 - 3.5,2.8 - 3.5,1,,,1,,,1,,,1,,,1,,,1,,,1,0.4 - 0.8,0.4 - 0.8,1,2.2 - 2.7,2.2 - 2.7,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
АЧК-1,2.3 - 3,2.3 - 3,1,,,1,,,1,,,1,,,1,,,1,,,1,0.6 - 1.2,0.6 - 1.2,1,0.5 - 1,0.5 - 1,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.2,до &nbsp; 0.2,1,1 - 1.5,1 - 1.5,1,,,1,,,1,ok,
АЧК-2,2.6 - 3,2.6 - 3,1,,,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,0.8 - 1.3,0.8 - 1.3,1,до &nbsp; 0.12,до &nbsp; 0.12,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,ok,
АЧС-1,3.2 - 3.6,3.2 - 3.6,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,,,1,,,1,,,1,0.6 - 1.2,0.6 - 1.2,1,1.3 - 2,1.3 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,0.15 - 0.4,0.15 - 0.4,1,0.8 - 1.6,0.8 - 1.6,1,,,1,,,1,ok,
АЧС-2,3 - 3.8,3 - 3.8,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,,,1,,,1,0.2 - 0.5,0.2 - 0.5,1,0.3 - 1,0.3 - 1,1,1.4 - 2.2,1.4 - 2.2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,0.15 - 0.4,0.15 - 0.4,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,ok,
АЧС-3,3.2 - 3.8,3.2 - 3.8,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.3 - 0.7,0.3 - 0.7,1,1.7 - 2.6,1.7 - 2.6,1,до &nbsp; 0.12,до &nbsp; 0.12,1,0.15 - 0.4,0.15 - 0.4,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,ok,
АЧС-4,3 - 3.5,3 - 3.5,1,,,1,,,1,,,1,,,1,,,1,,,1,0.4 - 0.8,0.4 - 0.8,1,1.4 - 2.2,1.4 - 2.2,1,0.12 - 0.2,0.12 - 0.2,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,ok,
АЧС-5,3.5 - 4.3,3.5 - 4.3,1,,,1,,,1,,,1,,,1,,,1,,,1,7.5 - 12.5,7.5 - 12.5,1,2.5 - 3.5,2.5 - 3.5,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,ok,
